título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;coleção
"""Morro dos ventos""";;Otávio Junior;Leticia Moreno;Infância, identidade, relações étnico-raciais;Uma narrativa delicada sobre perda, violência e, principalmente, amor e esperança. Mais do que falar de situações de violência que fazem parte da vida de tantos cidadãos brasileiros, esse livro resgata o desejo verdadeiro de uma criança de estar amparada e saber que os seus também estarão.;;Editora Brasil;1ª;2020;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1772702?guid=1717549864590&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717549864590%26quantidadePaginas%3d1%26codigoRegistro%3d1772702%231772702&i=6;pt-BR;;infantojuvenil;31;;OTÁVIO JUNIOR. Morro dos ventos. São Paulo: Editora do Brasil, 2020.;https://m.media-amazon.com/images/I/81FQeeZCRTS._SY425_.jpg;Afro-brasileira
"""O rei preto de Ouro Preto""";;Sylvia Orthof;Rogério Borges;Escravidão, Chico rei, Ouro Preto;É a a história do líder negro Chico, na qual autora constrói o texto sobre o rei negro, traído pelos brancos, aprisionado junto com seu povo e trazido para o Brasil para ser escravo.;;Global;5ª;2003;Físico;;https://grupoeditorialglobal.com.br/?s=O+rei+preto+de+ouro+Preto&livro_s=livros;pt-BR;;infantojuvenil;24;;ORTHOF Sylvia. O rei preto de Ouro Preto. São Paulo: Global, 2003.;https://grupoeditorialglobal.com.br/capas/400/2407.jpg;Afro-brasileira
"""Benjamin, o filho da felicidade""";;Heloísa Pires Lima;Marcelo Pacheco;Palhaço Benjamim, circo, identidade;O menino Benjamin vendia doces na porta do circo. Um dia, resolve trocar o tabuleiro pela vida circense. Filho de escravos, de salto em salto vira acrobata, palhaço-cartaz, violonista, cantor, autor e diretor de peças. Considerado o primeiro ator negro do cinema brasileiro, em 1920 é eleito o rei dos palhaços do Brasil.;;FTD;1ª;2007;Físico;;https://www.amazon.com.br/Benjamin-Filho-Felicidade-Heloisa-Pires/dp/8532262147/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3UTMRGZAU64DL&dib=eyJ2IjoiMSJ9.UeKZ3bE8_rwnql-LjoR56ZqHOfP8S8Ru6ZfPTDCCgS9xGQlOBqf7tw093_9pnzKcJ9QoG78UfJQmdhvExpeD0Pt9WHhZhjsCTEwV5jhYOwc_niYhNsQpcx32XSxrIH_ge466WFX1fCFF5n1tq0jrRp0eU5dfinMYBb4W6vpy0LI.2IBkBYoBtOAqYt13PYs_AqQUpxK8WHUk3VQ8J_f6L10&dib_tag=se&keywords=Benjamin%2C+o+filho+da+felicidade&qid=1717550678&s=books&sprefix=benjamin+o+filho+da+felicidade%2Cstripbooks%2C360&sr=1-1;pt-BR;;infantojuvenil;56;;LIMA, Heloísa Pires. Benjamin, o filho da felicidade. São Paulo: FTD, 2007.;https://m.media-amazon.com/images/I/61hwd60PwdL._SY425_.jpg;Afro-brasileira
"""Fotografando Verger""";;Angela Lühning;Maria Eugênia;Pierre Verger, fotografia, culturas afro-brasileiras;Livro para as crianças conhecerem a obra de Pierre Fatumbi Verger, fotógrafo francês que viveu grande parte da vida em Salvador, na Bahia. Cerca de trinta fotos do artista, tiradas em vários lugares do mundo e em diversos períodos, acompanham a narrativa.;;Cia das Letrinhas;1ª;2011;Físico;;https://www.companhiadasletras.com.br/livro/9788574065007/fotografando-verger;pt-BR;;infantojuvenil;60;; LÜHNING, Angela, Fotografando Verger.  Rio de Janeiro: Cia das Letrinhas, 2011.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788574065007/fotografando-verger.jpg;Afro-brasileira
"""Um quilombo no Leblon""";;Luciana Sandroni;Carla Irusta;Rio de Janeiro, período império, quilombo, escravidão;José de Seixas Magalhães era um comerciante do Rio de Janeiro do século XIX. Possuía uma chácara no Leblon, onde cultivava flores com o auxílio de escravos fugidos. Ele ajudava os fugitivos e os escondia com a cumplicidade dos principais abolicionistas da capital do Império, ficando sua chácara conhecida como “quilombo Leblond”, ou “quilombo Le Bloon”.;;Pallas;1ª;2011;Físico;;https://pallaseditora.com.br/produto/Um_quilombo_no_Leblon/209/;pt-BR;;infantojuvenil;112;;SANDRONI, Luciana, Um quilombo no Leblon. Rio de Janeiro: Pallas, 2011.;https://pallaseditora.com.br/admin/_m2brupload/produtos/209/371_med.jpg;Afro-brasileira
"""A cachoeira de Paulo Afonso""";;André Diniz;Castro Alves ;Bahia, Cachoeira de Paulo Afonso, Rio São Francisco;Uma adaptação do poema Cachoeira de Paulo Afonso, de Castro Alves, presentes na obra Os escravos, publicada em 1876. Localizada na Bahia, a Cachoeira de Paulo Afonso é um conjunto de imensas quedas d’água do Rio São Francisco. Com quedas de até 80 metros de altura, serviu de inspiração ao poeta, que retrata a fuga desesperada de um casal de negros perseguidos.;;Pallas;1ª;2011;Físico;;https://pallaseditora.com.br/produto/A_cachoeira_de_Paulo_Afonso/213/;pt-BR;;infantojuvenil;64;;DINIZ, André. A cachoeira de Paulo Afonso. Rio de Janeiro: Pallas, 2011.;https://pallaseditora.com.br/admin/_m2brupload/produtos/213/378_med.jpg;Afro-brasileira
"""Quando a escrava Esperança Garcia escreveu uma carta""";;Sonia Rosa ;Luciana Justiniani Hees;Escravidão, Esperança Garcia, Brasil imperial;Obra que fala de Esperança Garcia, mulher negra, piauiense, escravizada que, no ano de 1770, escreveu uma das mais antigas cartas de denúncia de maus-tratos contra escravos no Brasil. Alfabetizada por jesuítas, Esperança Garcia entregou a carta ao governador da Província do Piauí. Nela relatava a violência sofrida por parte do feitor da fazenda para onde foi levada para trabalhar como cozinheira. Pedia ainda, na mesma carta, que ela fosse devolvida à sua fazenda de origem (Algodões) e que sua filha fosse batizada.;;Pallas;1ª;2012;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/320516?guid=1717552219008&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717552219008%26quantidadePaginas%3d1%26codigoRegistro%3d320516%23320516&i=1;pt-BR;;infantojuvenil;32;;ROSA, Sonia. Quando a escrava Esperança Garcia escreveu uma carta. Rio de Janeiro: Pallas, 2012.;https://acervo.bn.gov.br/sophia_web/capa/capa/320516;Afro-brasileira
"""Obá Nijô: O Rei que dança pela liberdade""";;Narcimária do Patrocínio Luz;Ronald Martins;Obá Nijô, Bahia, Itapuã, escravidão;Esta é a história de Obá Nijô, filho de africanos que viveu em Itapuã, na Bahia, no século XIX. Logo que ele nasceu, um sacerdote avisou que o menino estava destinado a fazer grandes coisas pelo seu povo e, assim, ele cumpriu as previsões do sacerdote e foi um grande líder que levou seu povo a lutar contra os senhores que viviam do trabalho dos escravizados.;;Pallas;1ª;2014;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1596489?guid=1717552536344&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717552536344%26quantidadePaginas%3d1%26codigoRegistro%3d1596489%231596489&i=1;pt-BR;;infantojuvenil;55;;LUZ, Narcimária Correia do Patrocínio. Obá Nijô: O Rei Que Dança Pela Liberdade. Rio de Janeiro: Biblioteca Nacional, Pallas, 2014.;https://m.media-amazon.com/images/I/51KUanBThcL._SX342_SY445_.jpg;Afro-brasileira
"""Palmares de Zumbi""";; Leonardo Chalub;Luís Matuto;Zumbi dos Palmares, escravidão, quilombo;Palmares de Zumbi traz uma releitura da saga de um dos maiores heróis negros do Brasil, lançando uma nova luz sobre o guerreiro, capoeirista, rei, mas também sobre um Palmares que não seria o que foi sem Zumbi. Uma homenagem ao herói, narrada com paixão e reverência à cultura da capoeira e ao líder quilombola.;Premiações Vencedor do Prêmio Jabuti 2020 na categoria juvenil;Nemo;1ª;2019;Físico;;https://www.grupoautentica.com.br/produto/palmares-de-zumbi-1119;pt-BR;;infantojuvenil;176;;CHALUB. Leonardo. Palmares de Zumbi. São Paulo: Editora Nemo, 2019.;https://m.media-amazon.com/images/I/51WQJcwg0bL._SY445_SX342_.jpg;Afro-brasileira
"""O dragão do mar""";;Sonia Rosa ;AnaBella Lopez;Abolição, escravidão, Dragão do mar;Fransciso José do Nascimento, ou Chico da Matilde, ficou mais conhecido como “O Dragão do Mar” por sua atuação na greve dos jangadeiros, em 1881, evento que virou um marco na História do Brasil, pois a partir dele se deu a abolição da escravidão no estado do Ceará, em 1884. Antes mesmo da abolição no Brasil, Chico ganhou esse apelido pois como profissional do mar foi um feroz defensor do fim da escravidão, recusando-se a levar nas jangadas os negros escravizados para navios na costa do Ceará.;;Pallas Mini;1ª;2020;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1781454?guid=1717553556844&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717553556844%26quantidadePaginas%3d1%26codigoRegistro%3d1781454%231781454&i=13;pt-BR;;infantojuvenil;40;;ROSA, Sonia, O dragão do mar. Rio de Janeiro: Pallas Míni, 2020.;https://pallaseditora.com.br/admin/_m2brupload/produtos/325/708_med.jpg;Afro-brasileira
"""Dandara e a  falange feminina de Palmares""";;Leonardo Chalub ;Luís Matuto;Dandara, Palmares, escravidão, quilombo;Com a ajuda de guerreiras indígenas e a companhia de um estranho casal português, a falange feminina de Palmares irá enfrentar ataques de feras selvagens e a ira de um general lusitano, mas os cuidados e a inspiração de uma bruxa misteriosa, bem como a lealdade de suas comandadas serão trunfos determinantes na missão mais difícil da vida de Dandara.;;Nemo;1ª;2021;Físico;;https://www.grupoautentica.com.br/produto/dandara-e-a-falange-feminina-de-palmares-333;pt-BR;;infantojuvenil;192;;CHALUB. Leonardo. Dandara e a  falange feminina de Palmares. São Paulo: Editora Nemo, 2021.;https://m.media-amazon.com/images/I/91wx8OPx3eL._SY425_.jpg;Afro-brasileira
"""Mesma nova história";;Everson Bertucci, Mafuane Oliveira;Juão Vaz;Velhice, juventude;O que pode florescer da convivência entre uma velhinha que está perdendo a memória e um menino que só pensa em jogos eletrônicos? A história nasceu a partir da colaboração de três autores que se experimentaram em diferentes linguagens. O texto escrito por Everson ganhou voz na narração de Mafuane, e depois uma narrativa visual composta por João Paulo Vaz. Assim, como é parte do caminho das histórias orais, a narração foi se modificando, perdendo uma parte aqui, ganhando outra ali, até fixar-se nessa edição escrita.;;Peirópolis;1ª;2021;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1790883?guid=1717554264275&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717554264275%26quantidadePaginas%3d1%26codigoRegistro%3d1790883%231790883&i=5;pt-BR;;infantojuvenil;56;;BERTUCCI, Everson, OLIVEIRA, Mafuane. Mesma nova história.São Paulo: Editora Peirópolis, 2021.;https://m.media-amazon.com/images/I/51QXpfZalEL._SX342_SY445_.jpg;Afro-brasileira
"""Óculos de cor: ver e não enxergar""";;Lilia Moritz Schwarcz;Suzane Lopez;Identidade, relações étnico-raciais;Quando Alvo e Ebony se encontram, uma jornada especial tem início na vida dos dois. Neste caminho, Alvo se dá conta de que o mundo é muito mais diverso do que ele imaginava e de que é possível “ver e enxergar” além das nossas próprias existências e com muito mais cores. Após a história, o livro traz um glossário que não apenas elucida questões abordadas ao longo da narrativa, mas, principalmente, propõe um mergulho em tópicos muito importantes para refletirmos sobre um país que precisa ser mais justo e menos desigual.;Vencedor prêmio Jabuti 2023;Cia das Letrinhas;1ª;2022;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1853578?guid=1717554624771&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717554624771%26quantidadePaginas%3d1%26codigoRegistro%3d1853578%231853578&i=1;pt-BR;;infantojuvenil;143;;SCHWARCZ, Lilia Moritz. Óculos de cor: ver e não enxergar.São Paulo: Companhia das Letrinhas, 2022.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788574069562/oculos-de-cor-vencedor-jabuti-2023.jpg;Afro-brasileira
"""Pequeno manual de meditação: para crianças que querem se conectar com o mundo""";;Kiusam de Oliveira;Rodrigo Andrade;Ancestralidade, relaxamento, meditação;Em Pequeno manual de meditação - para crianças que querem se conectar com o mundo a autora ensina as crianças a mergulhar no seu eu interior, encontrar o ritmo da respiração, sentir o coração, a vibração do sagrado, a ter paciência e concentração, pelos caminhos das cores, pelo toque da natureza, pela dimensão do universo, em agradecimento à vida pelos caminhos da ancestralidade africana;;Pallas Mini;1ª;2022;Físico;;https://www.amazon.com.br/Pequeno-manual-medita%C3%A7%C3%A3o-crian%C3%A7as-conectar/dp/658698324X/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=KWJ917UG44BN&dib=eyJ2IjoiMSJ9.GkiJo_3EaiFVsJigP8NCxXYQK8I_1vwT8AzEW-iAYMjGjHj071QN20LucGBJIEps.9aRTNoLm6_ZzQ0fgx6rIKHYgp2colVsi1DF45sgrRfA&dib_tag=se&keywords=PEQUENO+MANUAL+DE+MEDITA%C3%87%C3%83O+PARA+CRIAN%C3%87AS+QUE+QUEREM+SE+CONCETAR+COM+MUNDO&qid=1717555178&s=books&sprefix=pequeno+manual+de+medita%C3%A7%C3%A3o+para+crian%C3%A7as+que+querem+se+concetar+com+mundo%2Cstripbooks%2C361&sr=1-1;pt-BR;;infantojuvenil;32;;OLIVEIRA, Kiusam de. Pequeno manual de meditação: para crianças que querem se conectar com o mundo. Rio de Janeiro: Pallas Mini, 2022.;https://m.media-amazon.com/images/I/61AQ2IdiY7L._SY425_.jpg;Afro-brasileira
"""Edith e a velha sentada""";;Lázaro Ramos;Edson Ikê;Autoconhecimento, identidade;Edith é uma menina muito esperta. Mas gasta muito do seu tempo em casa, no computador. Ao escutar uma vizinha dizer pra sua mãe que ela tinha “uma velha sentada” em sua cabeça, ela fica muito preocupada e sai em busca de um autoconhecimento. Começa aí uma aventura.;;Pallas;2ª;2021;Físico;;https://www.amazon.com.br/Edith-velha-sentada-L%C3%A1zaro-Ramos/dp/6556020362/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2S1CMZEDIPP5F&dib=eyJ2IjoiMSJ9.q6WhR97P9TRMOmzU7rsqsALzqM2uQKNEfcOtJbfZADqzeG1Cl1QWt8GkHZxEahsVmJyUhXExDz_kNLX_mCBO2nfklHJlEQImpjh_9Nn_Kc4.SJd_Mql-hlogHZiSoZU52hzMelP1ii_FtsFw2k3Y908&dib_tag=se&keywords=Edith+e+a+velha+sentada&qid=1717555634&s=books&sprefix=edith+e+a+velha+sentada+%2Cstripbooks%2C374&sr=1-1;pt-BR;;infantojuvenil;64;;RAMOS, Lázaro. Edith e a velha sentada. Rio de Janeiro: Pallas, 2021.;https://m.media-amazon.com/images/I/61GKvlDizHS._SY425_.jpg;Afro-brasileira
"""Sinto o que sinto : e a incrível história de Asta e Jaser""";;Lázaro Ramos;Ana Maria Sena;Sentimentos, ancestralidade africana;Mesmo para os adultos, lidar com os sentimentos nem sempre é fácil. Isso é o que Dan, personagem principal dessa história, percebe ao longo de seu dia, enfrentando diferentes situações que o fazem ter de encarar uma mistura bastante diversa de sentimentos. E à noite, já em casa e quase pronto para ir dormir, Dan ouve uma história muito especial de seu avô sobre seus ancestrais. O livro de estreia de Lázaro Ramos na Carochinha Editora tem como objetivo ajudar as crianças a entender que é normal sentir raiva, alegria, orgulho, tudo ao mesmo tempo. Aprender a identificar e a nomear tais sentimentos é muito importante para o desenvolvimento emocional do ser humano. Além disso, a obra mostra a importância de se valorizar a nossa ancestralidade;Coleção Mundo Bita;Carochinha ;1ª;2019;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1750048?guid=1717555935547&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717555935547%26quantidadePaginas%3d1%26codigoRegistro%3d1750048%231750048&i=1;pt-BR;;infantojuvenil;47;;RAMOS, Lázaro. Sinto o que sinto: e a incrível história de Asta e Jaser. São Paulo: Carochinha, 2019.;https://m.media-amazon.com/images/I/514UnnfM4rL._SX342_SY445_.jpg;Afro-brasileira
"""Munguza""";;Tatiane Silva Santos;Bruna Lubambo;Comidas tipicas, ancestralidade, África;Toinha, uma menina curiosa, sempre queria saber das coisas. Comeu um doce feito de palavras, quis saber o que era e descobriu o mungunzá, que também é canjica, doce ou salgada. Mas ela queria saber mais e procurou a professora, que logo começou a explicar para os alunos. Nossa língua tem muitas palavras de origem africana: marimbondo, caçula, quitanda… Essa história tem cheiro de afeto, tem cor de imaginação e tem gosto de África.;;Pallas;1ª;2022;Físico;;https://pallaseditora.com.br/produto/Mungunza/360/5/;pt-BR;;infantojuvenil;32;;SANTOS, Tatiane Silva. Mungunzá, Rio de Janeiro: Pallas Mini, 2022.;https://pallaseditora.com.br/admin/_m2brupload/produtos/360/775_med.jpg;Afro-brasileira
"""A rosa e o poeta do morro""";;Janaina de Figueiredo;Paulica Santos;Memória, samba,carnaval, Mangueira;Um livro dedicado à memória do samba. Um pequeno conto poético infantil sobre o encontro e o mistério do amor verde e rosa de Cartola por Euzébia (conhecida como Dona Zica), representados pela Rosa e pelo Poeta. O livro é ricamente ilustrado com explosões de cores que embelezam a tradição do Carnaval e da Mangueira.;;Pallas;1ª;2022;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1791033?guid=1720723809322&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720723809322%26quantidadePaginas%3d1%26codigoRegistro%3d1791033%231791033&i=1;pt-BR;;infantojuvenil;40;;FIGUEIREDO, Janaína de. A rosa e o poeta do morro. Rio de Janeiro: Pallas, 2022.;https://pallaseditora.com.br/admin/_m2brupload/produtos/359/778_med.jpg;Afro-brasileira
"""Antônia quer dormir""";;Sonia Rosa ;Luna Vicente;Infância ,hora de dormir, brincadeiras;Antônia quer dormir fala sobre o cotidiano de uma pequena menina, suas brincadeiras diárias e a rotina da mãe para colocá-la para dormir. De forma adequada para crianças pequenas, a obra descreve em linguagem simples a dinâmica da hora de ir pra cama.;;Pallas Mini;1ª;2022;Físico;;https://pallaseditora.com.br/produto/Antonia_quer_dormir/343/;pt-BR;;infantil;24;;ROSA, Sonia. Antônia quer dormir. Rio de Janeiro: Pallas Mini, 2022.;https://pallaseditora.com.br/admin/_m2brupload/produtos/343/739_med.jpg;Afro-brasileira
"""Antônia quer passear""";;Sonia Rosa ;Luna Vicente;Infância, rotina,lazer;Antônia quer passear descreve um dia na vida de uma pequena menina: um domingo de sol, quando a mãe a leva para passear no parque, onde a menina entra em contato com arbustos e árvores, aves diversas, peixes, tartarugas, borboletas, libélulas, caracóis e até um mico. De forma adequada para crianças pequenas, a obra descreve em linguagem simples cenas desse dia de diversão.;;Pallas Mini;1ª;2022;Físico;;https://pallaseditora.com.br/produto/Antonia_quer_passear/342/;pt-BR;;infantil;24;;Rosa. Sonia- Antônia quer passear, Rio de Janeiro: Pallas Mini, 2022.;https://pallaseditora.com.br/admin/_m2brupload/produtos/342/738_med.jpg;Afro-brasileira
"""Antônia quer brincar""";;Sonia Rosa ;Luna Vicente;Infância, rotina, brincadeiras,família;Antônia quer brincar fala sobre o cotidiano de uma pequena menina. O livro começa com sua chegada, recém-nascida, ao meio da família. A seguir, a obra descreve o cotidiano da garotinha em casa. De forma adequada para crianças pequenas, a obra descreve em linguagem simples instantâneos da rotina dessa família.;;Pallas Mini;1ª;2022;Físico;;https://pallaseditora.com.br/produto/Antonia_quer_brincar/341/;pt-BR;;infantil;24;;ROSA, Sonia. Antônia quer brincar, Rio de Janeiro: Pallas Mini, 2022.;https://pallaseditora.com.br/admin/_m2brupload/produtos/341/737_med.jpg;Afro-brasileira
"""Antônia quer comer""";;Sonia Rosa ;Luna Vicente;Infância, rotina, alimentação, família;Antônia quer comer traz o cotidiano desta pequena menina, que gosta muito de comer de tudo, mas também gosta de brincar, cantar e rimar com sua mãe, seu pai e irmão. A obra descreve em linguagem simples que a hora da refeição pode ser colorida, cheirosa, saborosa e cheia de diversão.;;Pallas Mini;1ª;2024;Físico;;https://pallaseditora.com.br/produto/Antonia_quer_comer/383/;pt-BR;;infantil;24;;Rosa. Sonia- Antônia quer comer, Rio de Janeiro: Pallas Mini, 2024.;https://pallaseditora.com.br/admin/_m2brupload/produtos/383/819_med.jpg;Afro-brasileira
"""Chama o sol, Matias!""";;Sonia Rosa ;Camilo Martins;Sol,esperança,felicidade;Chama o Sol, Matias! Uma história fascinante e cheia de esperança embalada pelo (en)canto da palavra artística. Matias é um pequeno garoto que, frente a uma situação de adversidade, clama pelo sol. Símbolo de esperança e felicidade, o astro-rei, ao iluminar o universo, acende também o mundo da criança.;;Oficina Raquel;1ª;2022;Físico;;https://oficinaraquel.com.br/livro/chama-o-sol-matias-2/;pt-BR;;infantojuvenil;24;;ROSA, Sonia. Chama o sol, Matias!  Rio de Janeiro: Editora Oficina Raquel, 2022.;https://oficinaraquel.com.br/wp-content/uploads/2023/12/cover-Chama-o-Sol--Matias.jpeg;Afro-brasileira
"""Enquanto o almoço não fica pronto""";;Sonia Rosa ;Bruna Assis Brasil;Família, afetividade, cotidiano;Enquanto o almoço não fica pronto... descreve uma manhã qualquer, que poderia ser na casa de qualquer um de nós - uma casa brasileira, com feijão na panela, samambaia na parede, vira-latas fazendo festa. A casa de uma família negra;;Escrita Fina;1ª;2020;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1771771?guid=1717558280350&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717558280350%26quantidadePaginas%3d1%26codigoRegistro%3d1771771%231771771&i=1;pt-BR;;infantojuvenil;24;;Rosa. Sonia. Enquanto o almoço não fica pronto.Rio de Janeiro: Escrita Fina, 2020.;https://m.media-amazon.com/images/I/51aC4SNW7EL._SX342_SY445_.jpg;Afro-brasileira
"""Os dengos na moringa de voinha""";;Ana Fátima;Fernando Rodrigues;Família, afetividade, ancestralidade, cultura banto;A simplicidade dos momentos cotidianos guarda emoções inesquecíveis que podem ser encontradas no calor de um abraço, no cheirinho de comida caseira ou na alegria de compartilhar uma dança. Essas sensações que permeiam as lembranças revelam a importância das vivências e dos afetos, demonstrando que conhecer e apreciar a ancestralidade é uma maneira de valorização da própria história. Nesse livro, as relações familiares e a infância, reveladas pela escrita poética de Ana Fátima e pelos traços delicados de Fernanda Rodrigues, aproximam os dengos do passado tornando-os parte do presente. E quem conduz os leitores nesse texto construído com palavras de origem banto (quimbundo) é a moringa -- uma vasilha de barro muito utilizada em territórios quilombolas -- que também é parte da família.;;Brinque-Book;1ª;2023;Físico;;https://www.companhiadasletras.com.br/livro/9786556540429/os-dengos-na-moringa-de-voinha;pt-BR;;infantojuvenil;32;;Fátima. Ana, Os dengos na moringa de voinha. Rio de Janeiro: Brinque-book, 2023.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9786556540429/os-dengos-na-moringa-de-voinha.jpg;Afro-brasileira
"""Neguinha, sim!""";;Renato Garcia;Bárbara Quintino;Identidade, relações étnico-raciais, ancestralidade africana;A personagem desta história-canção é neguinha, sim! E muito, muito, muito feliz! Afinal, seu nariz é belo como as ondas do mar, seus olhos são de jabuticaba e ela tem um cabelo brilhante como sol... Essa menina honra e celebra sua ancestralidade, e sabe que carrega uma bagagem incrível e um futuro repleto de possibilidades.;;Cia das Letrinhas;1ª;2023;Físico;;https://www.companhiadasletras.com.br/livro/9786554850193/neguinha-sim;pt-BR;;infantil;32;;GARCIA. Renato. Neguinha, sim! - Rio de Janeiro: Cia das Letrinhas, 2023.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9786554850193/neguinha-sim.jpg;Afro-brasileira
"""O pênalti""";;Geni Guimarães;Robson Araújo;Identidade, relações étnico-raciais, futebol;Os irmãos Kamau e Kaiodê são muito amigos: estudam na mesma escola, gostam da companhia um do outro e ambos são apaixonados por futebol. Quando é organizado um jogo entre as turmas dos meninos, eles são escalados em times rivais e aí é que muitas perguntas começam a surgir... Eles têm dois anos de diferença. No entanto, enquanto a partida se aproxima, essa diferença parece se transformar em distância e vira um verdadeiro tormento. Veja só: Kaiodê ataca e Kamau, que é o narrador e o mais velho, joga na defesa.;;Malê;1ª;2019;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1771205?guid=1717560057342&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717560057342%26quantidadePaginas%3d1%26codigoRegistro%3d1771205%231771205&i=11;pt-BR;;infantojuvenil;55;;GUIMARÃES, Geni Mariano. O pênalti. Rio de Janeiro : Malê, 2019.;https://qapi.quindim.com.br/api/imagens/livros/imagem_capa/65317c6fc444fcec1830d84d--360x360.95/OPenalti_Capa3D.jpg;Afro-brasileira
"""Voando entre sonhos""";;Adriel Bispo;Lila Cruz;Viagem, continente africano, descobertas;Ruan é um garoto muito sonhador e com uma imaginação incrível! Um de seus maiores sonhos é viajar pelo mundo, conhecer novos lugares, plantas, animais e tudo mais. Até o dia em que recebe um visitante inesperado com um convite difícil de recusar.Voando entre sonhos é a leitura perfeita para ensinar as crianças sempre a se permitirem sonhar e dar asas à imaginação!;;Galerinha;1ª;2023;Físico;;https://www.amazon.com.br/Voando-entre-sonhos-Adriel-Bispo/dp/6584840077/ref=pd_bxgy_thbs_d_sccl_2/141-8438640-5879139?pd_rd_w=jzogs&content-id=amzn1.sym.dfe13063-d1af-4d14-870f-8e7a33b295c4&pf_rd_p=dfe13063-d1af-4d14-870f-8e7a33b295c4&pf_rd_r=ECS3P3PBSYQYVG28DRMG&pd_rd_wg=Jl4AX&pd_rd_r=8214f495-94c3-48df-8dd5-b426a7ff2e8b&pd_rd_i=6584840077&psc=1;pt-BR;;infantojuvenil;32;;BISPO. Adriel, Voando entre sonhos. Rio de Janeiro: Editora Galerinha, 2023.;https://m.media-amazon.com/images/I/91aPvxoNpOL._SY425_.jpg;Afro-brasileira
"""Com qual penteado eu vou?""";;Kiusam de Oliveira;Rodrigo Andrade;Identidade, relações étnico-raciais, diversidade;Uma obra fundamental para pautar a diversidade e a beleza que existe em cada criança, independente de com qual penteado ela vai. Com um texto rico e claro, como só a Kiusam de Oliveira, doutora em Educação e com diversas publicações de sucesso, poderia nos trazer. Este livro é uma dessas pinturas estonteantes. Cenas plásticas que nos prendem a atenção!A festa de 100 anos do Seu Benedito vai animar toda a família, afinal, agora ele é um cen-te-ná-rio. Para homenagear seu bisavô nessa data tão importante, suas bisnetas e seus bisnetos irão escolher penteados lindos para participarem da comemoração. E cada uma e cada um irão presentear seu bisa com a virtude mais poderosa que tem.;;Melhoramentos;1ª;2021;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1857636?guid=1718739792923&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1718739792923%26quantidadePaginas%3d1%26codigoRegistro%3d1857636%231857636&i=1;pt-BR;;infantojuvenil;48;;OLIVEIRA, Kiusam de. Com qual penteado eu vou? São Paulo: Melhoramentos, 2021.;https://m.media-amazon.com/images/I/718dISLumWS._SY342_.jpg;Afro-brasileira
