título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;coleção;cleaned_titulo;cover_url
Caderno de rimas do João;;Lázaro Ramos;Mauricio Negro;Culuras afro-brasileira, memória afetiva,diversidade;O menino João encantava os leitores com rimas espontâneas e temáticas diversas. Ele nos apresenta, deum jeito divertido, os assuntos de um modo mais colorido.;;Pallas ;1ª;2015;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1422076?guid=1716231244215&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716231244215%26quantidadePaginas%3d1%26codigoRegistro%3d1422076%231422076&i=1;pt-BR;;infantojuvenil;40;;Ramos, Lázaro. Caderno de rimas do João. Rio de Janeiro: Pallas, 2015.;https://pallaseditora.com.br/admin/_m2brupload/produtos/287/593_med.jpg;Afro-brasileira;_caderno_de_rimas_do_joão_;https://pallaseditora.com.br/admin/_m2brupload/produtos/287/593_med.jpg
Lulu adora a biblioteca;"""Lulu loves the library""";Anna McQuinn;Rosalind Beardshaw;Biblioteca, afetividade, infância;Lulu adora livros e ama visitar a biblioteca do bairro para descobrir novas histórias.Lá ela descobriu que as bibliotecas são lugares aconchegantes e divertidos,onde ela pode fazer novas amizades!;Tradução Rafaella Lemos;Pallas;1ª;2012;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/320716?guid=1716231471387&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716231471387%26quantidadePaginas%3d1%26codigoRegistro%3d320716%23320716&i=1;pt-BR;;infantil;28;;McQuinn, Anna. Lulu adora bibliotecas, Rio de Janeiro: Pallas, 2012.;https://acervo.bn.gov.br/sophia_web/capa/capa/320716;Afro-brasileira;_lulu_adora_a_biblioteca_;https://acervo.bn.gov.br/sophia_web/capa/capa/320716
Lulu adora histórias;;Anna McQuinn;Rosalind Beardshaw;Bibliotecas, histórias infantis, aventuras, infância;Lulu e seu pai gostam de ir juntos a biblioteca aos sábados.Os livros que escolhem pegar emprestados serão as histórias contadas antes de dormir durante toda a semana, e, a cada dia, Lulu se transformará nos principais personagens dessas aventuras.;;Pallas;1ª;2014;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1038882?guid=1716231529344&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716231529344%26quantidadePaginas%3d1%26codigoRegistro%3d1038882%231038882&i=1;pt-BR;;infantil;28;;McQuinn, Anna. Lulu adora histórias. Rio de Janeiro: Pallas, 2014.;https://pallaseditora.com.br/admin/_m2brupload/produtos/267/468_med.jpg;Afro-brasileira;_lulu_adora_histórias_;https://pallaseditora.com.br/admin/_m2brupload/produtos/267/468_med.jpg
Janaína já sabe contar;;Geraldo Valério;Geraldo Valério;Culturas afro-brasileiras, Algarismos, Flores, frutos;Janaína é uma menina muito esperta. Aos poucos ela aprende os números e, com a ajuda de seus amiguinhos, ela aprende a contar até 10. Este livro com a personagem Janaína ensina às crianças, de forma lúdica, os números de 1 a 10. Com a presença de algumas flores, frutos e peixes nativos do Brasil, os algarismos são apresentados a cada página.;;Pallas Mini;1ª;2020;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1781449?guid=1716232031076&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716232031076%26quantidadePaginas%3d1%26codigoRegistro%3d1781449%231781449&i=1;pt-BR;;infantojuvenil;28;;Valerio, Geraldo. Janaína já sabe contar, Rio de Janeiro: Pallas Míni, 2020.;https://pallaseditora.com.br/admin/_m2brupload/produtos/291/619_med.jpg;Afro-brasileira;_janaína_já_sabe_contar_;https://pallaseditora.com.br/admin/_m2brupload/produtos/291/619_med.jpg
Caderno sem rimas da Maria;;Lázaro Ramos;Mauricio Negro;Brincadeira, infância;Neste título chamado Caderno sem rimas da Maria, o autor se inspira em sua filha, inventa e ressignifica palavras e, nesta brincadeira, mostra que a liberdade da leitura nos faz viajar para lugares muito distantes.;;Pallas;1ª;2018;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1699012?guid=1716232090927&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716232090927%26quantidadePaginas%3d1%26codigoRegistro%3d1699012%231699012&i=1;pt-BR;;infantil;36;;Ramos, Lázaro. Caderno sem Rimas da Maria.Rio de Janeiro : Pallas, 2018.;https://pallaseditora.com.br/admin/_m2brupload/produtos/302/646_med.jpg;Afro-brasileira;_caderno_sem_rimas_da_maria_;https://pallaseditora.com.br/admin/_m2brupload/produtos/302/646_med.jpg
Lulu lê para o Zeca;;Anna McQuinn;Rosalind Beardshaw;Leitura, infância, família, histórias;Os preparativos de Lulu e sua família para a chegada do seu irmãozinho Zeca, e o hábito da leitura ajudando Lulu a se conectar com ele. Sempre que seu irmão chora, Lulu, que ama ler livros, tem a solução: quando ele está chateado, ela lê uma história engraçada pra ele, quando ele precisa tirar uma soneca, ela lê sua melhor história de ninar e canta pra ele, e quando ele chora durante o banho, ela lê para ele sua história preferida sobre patinhos. Felizmente, Zeca dorme bastante, então isso dá tempo a ela para suas próprias leituras.;;Pallas;1ª;2020;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1772561?guid=1716232410745&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716232410745%26quantidadePaginas%3d1%26codigoRegistro%3d1772561%231772561&i=1;pt-BR;;infantojuvenil;28;;MCQUINN, Anna. Lulu lê para o Zeca. Rio de Janeiro: Pallas, 2020.;https://pallaseditora.com.br/admin/_m2brupload/produtos/326/709_med.jpg;Afro-brasileira;_lulu_lê_para_o_zeca_;https://pallaseditora.com.br/admin/_m2brupload/produtos/326/709_med.jpg
 Palmas e vaias;;Sonia Rosa ;Salmo Dansa;Identidade,   relações étnico-raciais, sentimentos;Florípedes experimenta as mudanças da adolescência: um novo corte de cabelo, uma dor de dentes, os peitos que crescem e o corpo que estica de uma hora para outra. Além disso, ela muda de bairro e muda de escola e precisa fazer novos amigos e conhecer os novos professores, mas se depara com as diferenças e, para superá-las, decide optar pelo amor, pelo carinho e pela atenção de sua mãe.;;Pallas;1ª;2009;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/247987?guid=1716243151965&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716243151965%26quantidadePaginas%3d1%26codigoRegistro%3d247987%23247987&i=1;pt-BR;;infantojuvenil;26;;ROSA, Sonia. Palmas e vaias. Rio de Janeiro: Pallas, 2009.;https://acervo.bn.gov.br/sophia_web/capa/capa/247987;Afro-brasileira;__palmas_e_vaias_;https://acervo.bn.gov.br/sophia_web/capa/capa/247987
 Luanda, Filha De Iansã;;Lia Zatz;Alexandre Teles;Culturas africanas e afro-brasileiras, identidade, relações étnico-raciais;Luanda era uma menina alegre e brincalhona até entrar para a escola. Aí, justamente quando ela pensava que teria mais e mais amigos, foi deixada de lado. Só a nova professora, a Lúcia, que se vestia como as mulheres africanas, fez Luanda voltar a sorrir. Fez também a classe conhecer de fato a África: suas cidades, línguas, contos, riquezas e pobrezas.;Prêmios Seleções : SME BH 2009 Secretaria Municipal da Educação ,SME Santo André 2009 Secretaria Municipal da Educação , SME Monguaguá 2009 Secretaria Municipal da Educação SEE SP 2008 Secretaria Estadual da Educação. Série Marrom de Terra.;Biruta ;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/185443?guid=1716243479541&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716243479541%26quantidadePaginas%3d1%26codigoRegistro%3d185443%23185443&i=1;pt-BR;;infantojuvenil;24;;ZATZ, Lia. Luanda, Filha De Iansã, São Paulo: Biruta, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/185443;Afro-brasileira;__luanda__filha_de_iansã_;https://acervo.bn.gov.br/sophia_web/capa/capa/185443
Tenka, Preta Pretinha ;;Lia Zatz;Alexandre Teles;Adolescência, identidade, relações étnico-raciais;Você já brincou de beijo-abraço-aperto-de-mão? Pois é a brincadeira preferida dos amigos de Tenka. Ela sempre é escolhida para comandar a roda porque conhece todos os segredos de amor entre amigos. Ela é assim mesmo, mas de uma hora para outra aconteceu uma coisa: Tenka começou a ficar muito, muito tristonha. Foi então que Tenka pensou: por que só ela não tinha namorado se era tão querida?;Prêmios Seleções : SME Santo André 2009 Secretaria Municipal da Educação SME Monguaguá 2009 Secretaria Municipal da Educação SEE SP 2008 Secretaria Estadual da Educação. Série Marrom de Terra;Biruta ;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/185428?guid=1716243976886&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716243976886%26quantidadePaginas%3d1%26codigoRegistro%3d185428%23185428&i=1;pt-BR;;infantil;24;;Zatz, Lia.Tenka, Preta Pretinha. São Paulo: Biruta, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/185428;Afro-brasileira;_tenka__preta_pretinha__;https://acervo.bn.gov.br/sophia_web/capa/capa/185428
Uana e Marrom de Terra;;Lia Zatz;Alexandre Teles;Infância, identidade, relações étnico-raciais;Uana sentiu muito medo, sozinha naquele quarto de hospital. Só a visita dos pais acabou com a tristeza de Uana, quando ganhou uma linda boneca. Primeiro foi só alegria, depois tristeza... E se os colegas chamassem a boneca de “boneca de piche” e só a deixassem ser a empregada da casa? Aí, aconteceu um fato mágico e a boneca reagiu! O que será que aconteceu?;Prêmios  Seleções : SEE SP 2008 Secretaria Estadual da Educação. Série Marrom de Terra.;Biruta ;3ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/185432?guid=1716244546456&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716244546456%26quantidadePaginas%3d1%26codigoRegistro%3d185432%23185432&i=1;pt-BR;;infantil;24;;ZATZ, Lia. Uana e Marrom de Terra. São Paulo: Biruta, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/185432;Afro-brasileira;_uana_e_marrom_de_terra_;https://acervo.bn.gov.br/sophia_web/capa/capa/185432
Papi, o construtor de pipas ;;Lia Zatz;Alexandre Teles;Brincadeiras, pipa, escola;Papí estava feliz, ia entrar para a escola e aprender a ler. Era tudo o que queria. A maior diversão de Papí é brincar com pipas. Seu grande desafio é conseguir ler as instruções para armar “certinho” as pipas maiores e coloridas como as das águias. Será que ele vai conseguir?;Prêmios Seleções :SEE PE 2009 Secretaria Estadual da Educação SEE PE 2012 |Secretaria Estadual da Educação. Série Marrom de Terra.;Biruta ;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/185438?guid=1716244940002&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716244940002%26quantidadePaginas%3d1%26codigoRegistro%3d185438%23185438&i=1;pt-BR;;infantil;24;;ZATZ, Lia. Papí, o construtor de pipas. São Paulo: Biruta, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/185438;Afro-brasileira;_papi__o_construtor_de_pipas__;https://acervo.bn.gov.br/sophia_web/capa/capa/185438
Neguinho aí;;Luís Pimentel;Victor Tavares;Identidade, relações étnico-raciais;Neguinho é metido e muito desinibido. Para viver no mundo de hoje, é assim que as crianças devem ser. Esta história em versos traz um personagem que pode estar em qualquer centro urbano das cidades em desenvolvimento no mundo: uma criança que, independentemente de sua cor, pode experimentar as adversidades da vida para sobreviver;;Pallas;1ª;2009;Físico;;https://pallaseditora.com.br/produto/Neguinho_ai/178/;pt-BR;;infantojuvenil;32;;PIMENTEL, Luís. Neguinho aí. Rio de Janeiro: Pallas, 2009.;https://pallaseditora.com.br/admin/_m2brupload/produtos/178/117_med.jpg;Afro-brasileira;_neguinho_aí_;https://pallaseditora.com.br/admin/_m2brupload/produtos/178/117_med.jpg
Neguinho do rio;;Luís Pimentel;Victor Tavares;Rio de Janeiro, identidade, relações étnico-raciais;Segundo volume das aventuras de Neguinho, desta vez pela sua cidade natal, O Rio de Janeiro, fala de um divertido passeio pelos bairros de toda a cidade, contando novidades que vão além do cartão postal.;;Pallas;1ª;2011;Físico;;https://pallaseditora.com.br/produto/Neguinho_do_Rio/212/;pt-BR;;infantojuvenil;32;;PIMENTEL, Luís. Neguinho do rio. Rio de Janeiro: Pallas, 2011.;https://pallaseditora.com.br/admin/_m2brupload/produtos/212/377_med.jpg;Afro-brasileira;_neguinho_do_rio_;https://pallaseditora.com.br/admin/_m2brupload/produtos/212/377_med.jpg
Neguinho Brasileiro;;Luís Pimentel;Victor Tavares;Identidade, relações étnico-raciais;Neguinho parte numa aventura em busca do Brasil que ele só conhece de ouvir falar através dos livros da escola. A família toda embarca nessa viagem e Neguinho descobre que o Brasil é grande, mas muito parecido com ele. Meio branco, meio negro, uma colcha de retalhos remendados que deram forma a uma nação rica e única.;;Pallas Mini;1ª;2014;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1030913?guid=1716245971776&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716245971776%26quantidadePaginas%3d1%26codigoRegistro%3d1030913%231030913&i=2;pt-BR;;infantojuvenil;36;;PIMENTEL, Luís. Neguinho brasileiro. Rio de Janeiro: Pallas Míni, 2014.;https://pallaseditora.com.br/admin/_m2brupload/produtos/268/469_med.jpg;Afro-brasileira;_neguinho_brasileiro_;https://pallaseditora.com.br/admin/_m2brupload/produtos/268/469_med.jpg
Manu da noite enluarada ;;Lia Zatz;Alexandre Teles;Identidade, relações étnico-raciais;Manu era ótima desenhista. Um dia, a professora pediu que desenhassem as famílias, e Manu inventou que tinha o pulso doído e não podia trabalhar. A verdade é que não queria desenhar o cabelo da sua família do jeito que era. Mas, alguma coisa aconteceu e ela acabou fazendo um lindo desenho da família, todos com penteados diferentes.;Prêmios Seleções :SME SP Minha Biblioteca 2009 Secretaria Municipal da Educação. Série Marrom de Terra;Biruta ;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/185435?guid=1716246133228&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716246133228%26quantidadePaginas%3d1%26codigoRegistro%3d185435%23185435&i=1;pt-BR;;infantojuvenil;24;;ZATZ, Lia. Manu da noite enluarada. São Paulo: Biruta, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/185435;Afro-brasileira;_manu_da_noite_enluarada__;https://acervo.bn.gov.br/sophia_web/capa/capa/185435
 O cabelo de Lelê;;Valéria Belém;Adriana Mendonça;Identidade, relações étnico-raciais, ancestralidade africana;Lelê vive se pergutando quando olha para seu cabelo de onde vêm tanto cachos. Ela não gosta do que vê. A resposta ela encontra num livro, em que descobre sua história e a beleza da herança africana.;;IBEP;1ª;2012;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/335589?guid=1716247369028&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716247369028%26quantidadePaginas%3d1%26codigoRegistro%3d335589%23335589&i=1;pt-BR;;infantojuvenil;29;;BELÉM, Valéria. O cabelo de Lelê. São Paulo: IBEP, 2012.;https://acervo.bn.gov.br/sophia_web/capa/capa/335589;Afro-brasileira;__o_cabelo_de_lelê_;https://acervo.bn.gov.br/sophia_web/capa/capa/335589
Um quilombo no Leblon;;Luciana Sandroni;Carla Irusta;Rio de Janeiro, período império, quilombo, escravidão;José de Seixas Magalhães era um comerciante do Rio de Janeiro do século XIX. Possuía uma chácara no Leblon, onde cultivava flores com o auxílio de escravos fugidos. Ele ajudava os fugitivos e os escondia com a cumplicidade dos principais abolicionistas da capital do Império, ficando sua chácara conhecida como “quilombo Leblond”, ou “quilombo Le Bloon”.;;Pallas;1ª;2011;Físico;;https://pallaseditora.com.br/produto/Um_quilombo_no_Leblon/209/;pt-BR;;infantojuvenil;112;;SANDRONI, Luciana, Um quilombo no Leblon. Rio de Janeiro: Pallas, 2011.;https://pallaseditora.com.br/admin/_m2brupload/produtos/209/371_med.jpg;Afro-brasileira;_um_quilombo_no_leblon_;https://pallaseditora.com.br/admin/_m2brupload/produtos/209/371_med.jpg
A cachoeira de Paulo Afonso;;André Diniz;Castro Alves ;Bahia, Cachoeira de Paulo Afonso, Rio São Francisco;Uma adaptação do poema Cachoeira de Paulo Afonso, de Castro Alves, presentes na obra Os escravos, publicada em 1876. Localizada na Bahia, a Cachoeira de Paulo Afonso é um conjunto de imensas quedas d’água do Rio São Francisco. Com quedas de até 80 metros de altura, serviu de inspiração ao poeta, que retrata a fuga desesperada de um casal de negros perseguidos.;;Pallas;1ª;2011;Físico;;https://pallaseditora.com.br/produto/A_cachoeira_de_Paulo_Afonso/213/;pt-BR;;infantojuvenil;64;;DINIZ, André. A cachoeira de Paulo Afonso. Rio de Janeiro: Pallas, 2011.;https://pallaseditora.com.br/admin/_m2brupload/produtos/213/378_med.jpg;Afro-brasileira;_a_cachoeira_de_paulo_afonso_;https://pallaseditora.com.br/admin/_m2brupload/produtos/213/378_med.jpg
Quando a escrava Esperança Garcia escreveu uma carta;;Sonia Rosa ;Luciana Justiniani Hees;Escravidão, Esperança Garcia, Brasil imperial;Obra que fala de Esperança Garcia, mulher negra, piauiense, escravizada que, no ano de 1770, escreveu uma das mais antigas cartas de denúncia de maus-tratos contra escravos no Brasil. Alfabetizada por jesuítas, Esperança Garcia entregou a carta ao governador da Província do Piauí. Nela relatava a violência sofrida por parte do feitor da fazenda para onde foi levada para trabalhar como cozinheira. Pedia ainda, na mesma carta, que ela fosse devolvida à sua fazenda de origem (Algodões) e que sua filha fosse batizada.;;Pallas;1ª;2012;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/320516?guid=1717552219008&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717552219008%26quantidadePaginas%3d1%26codigoRegistro%3d320516%23320516&i=1;pt-BR;;infantojuvenil;32;;ROSA, Sonia. Quando a escrava Esperança Garcia escreveu uma carta. Rio de Janeiro: Pallas, 2012.;https://acervo.bn.gov.br/sophia_web/capa/capa/320516;Afro-brasileira;_quando_a_escrava_esperança_ga;https://acervo.bn.gov.br/sophia_web/capa/capa/320516
O dragão do mar;;Sonia Rosa ;AnaBella Lopez;Abolição, escravidão, Dragão do mar;Fransciso José do Nascimento, ou Chico da Matilde, ficou mais conhecido como “O Dragão do Mar” por sua atuação na greve dos jangadeiros, em 1881, evento que virou um marco na História do Brasil, pois a partir dele se deu a abolição da escravidão no estado do Ceará, em 1884. Antes mesmo da abolição no Brasil, Chico ganhou esse apelido pois como profissional do mar foi um feroz defensor do fim da escravidão, recusando-se a levar nas jangadas os negros escravizados para navios na costa do Ceará.;;Pallas Mini;1ª;2020;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1781454?guid=1717553556844&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717553556844%26quantidadePaginas%3d1%26codigoRegistro%3d1781454%231781454&i=13;pt-BR;;infantojuvenil;40;;ROSA, Sonia, O dragão do mar. Rio de Janeiro: Pallas Míni, 2020.;https://pallaseditora.com.br/admin/_m2brupload/produtos/325/708_med.jpg;Afro-brasileira;_o_dragão_do_mar_;https://pallaseditora.com.br/admin/_m2brupload/produtos/325/708_med.jpg
Munguza;;Tatiane Silva Santos;Bruna Lubambo;Comidas tipicas, ancestralidade, África;Toinha, uma menina curiosa, sempre queria saber das coisas. Comeu um doce feito de palavras, quis saber o que era e descobriu o mungunzá, que também é canjica, doce ou salgada. Mas ela queria saber mais e procurou a professora, que logo começou a explicar para os alunos. Nossa língua tem muitas palavras de origem africana: marimbondo, caçula, quitanda… Essa história tem cheiro de afeto, tem cor de imaginação e tem gosto de África.;;Pallas;1ª;2022;Físico;;https://pallaseditora.com.br/produto/Mungunza/360/5/;pt-BR;;infantojuvenil;32;;SANTOS, Tatiane Silva. Mungunzá, Rio de Janeiro: Pallas Mini, 2022.;https://pallaseditora.com.br/admin/_m2brupload/produtos/360/775_med.jpg;Afro-brasileira;_munguza_;https://pallaseditora.com.br/admin/_m2brupload/produtos/360/775_med.jpg
A rosa e o poeta do morro;;Janaina de Figueiredo;Paulica Santos;Memória, samba,carnaval, Mangueira;Um livro dedicado à memória do samba. Um pequeno conto poético infantil sobre o encontro e o mistério do amor verde e rosa de Cartola por Euzébia (conhecida como Dona Zica), representados pela Rosa e pelo Poeta. O livro é ricamente ilustrado com explosões de cores que embelezam a tradição do Carnaval e da Mangueira.;;Pallas;1ª;2022;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1791033?guid=1720723809322&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720723809322%26quantidadePaginas%3d1%26codigoRegistro%3d1791033%231791033&i=1;pt-BR;;infantojuvenil;40;;FIGUEIREDO, Janaína de. A rosa e o poeta do morro. Rio de Janeiro: Pallas, 2022.;https://pallaseditora.com.br/admin/_m2brupload/produtos/359/778_med.jpg;Afro-brasileira;_a_rosa_e_o_poeta_do_morro_;https://pallaseditora.com.br/admin/_m2brupload/produtos/359/778_med.jpg
Antônia quer dormir;;Sonia Rosa ;Luna Vicente;Infância ,hora de dormir, brincadeiras;Antônia quer dormir fala sobre o cotidiano de uma pequena menina, suas brincadeiras diárias e a rotina da mãe para colocá-la para dormir. De forma adequada para crianças pequenas, a obra descreve em linguagem simples a dinâmica da hora de ir pra cama.;;Pallas Mini;1ª;2022;Físico;;https://pallaseditora.com.br/produto/Antonia_quer_dormir/343/;pt-BR;;infantil;24;;ROSA, Sonia. Antônia quer dormir. Rio de Janeiro: Pallas Mini, 2022.;https://pallaseditora.com.br/admin/_m2brupload/produtos/343/739_med.jpg;Afro-brasileira;_antônia_quer_dormir_;https://pallaseditora.com.br/admin/_m2brupload/produtos/343/739_med.jpg
Antônia quer passear;;Sonia Rosa ;Luna Vicente;Infância, rotina,lazer;Antônia quer passear descreve um dia na vida de uma pequena menina: um domingo de sol, quando a mãe a leva para passear no parque, onde a menina entra em contato com arbustos e árvores, aves diversas, peixes, tartarugas, borboletas, libélulas, caracóis e até um mico. De forma adequada para crianças pequenas, a obra descreve em linguagem simples cenas desse dia de diversão.;;Pallas Mini;1ª;2022;Físico;;https://pallaseditora.com.br/produto/Antonia_quer_passear/342/;pt-BR;;infantil;24;;Rosa. Sonia- Antônia quer passear, Rio de Janeiro: Pallas Mini, 2022.;https://pallaseditora.com.br/admin/_m2brupload/produtos/342/738_med.jpg;Afro-brasileira;_antônia_quer_passear_;https://pallaseditora.com.br/admin/_m2brupload/produtos/342/738_med.jpg
Antônia quer brincar;;Sonia Rosa ;Luna Vicente;Infância, rotina, brincadeiras,família;Antônia quer brincar fala sobre o cotidiano de uma pequena menina. O livro começa com sua chegada, recém-nascida, ao meio da família. A seguir, a obra descreve o cotidiano da garotinha em casa. De forma adequada para crianças pequenas, a obra descreve em linguagem simples instantâneos da rotina dessa família.;;Pallas Mini;1ª;2022;Físico;;https://pallaseditora.com.br/produto/Antonia_quer_brincar/341/;pt-BR;;infantil;24;;ROSA, Sonia. Antônia quer brincar, Rio de Janeiro: Pallas Mini, 2022.;https://pallaseditora.com.br/admin/_m2brupload/produtos/341/737_med.jpg;Afro-brasileira;_antônia_quer_brincar_;https://pallaseditora.com.br/admin/_m2brupload/produtos/341/737_med.jpg
Antônia quer comer;;Sonia Rosa ;Luna Vicente;Infância, rotina, alimentação, família;Antônia quer comer traz o cotidiano desta pequena menina, que gosta muito de comer de tudo, mas também gosta de brincar, cantar e rimar com sua mãe, seu pai e irmão. A obra descreve em linguagem simples que a hora da refeição pode ser colorida, cheirosa, saborosa e cheia de diversão.;;Pallas Mini;1ª;2024;Físico;;https://pallaseditora.com.br/produto/Antonia_quer_comer/383/;pt-BR;;infantil;24;;Rosa. Sonia- Antônia quer comer, Rio de Janeiro: Pallas Mini, 2024.;https://pallaseditora.com.br/admin/_m2brupload/produtos/383/819_med.jpg;Afro-brasileira;_antônia_quer_comer_;https://pallaseditora.com.br/admin/_m2brupload/produtos/383/819_med.jpg
Minha mãe é negra sim!;;Patricia Santana;Hyvanildo Leite;Identidade, relações étnico-raciais, ancestralidade africana;O garoto Eno é levado a se perguntar pela sua origem. Negro, ele percebe o preconceito da professora que sugere que Eno pinte o desenho da mãe, negra, de amarelo por ser uma cor mais bonita. Não pode haver tristeza maior para o seu coração. A mãe, que ele tanto amava e era tão linda. Mesmo triste, Eno procura saber no dicionário uma explicação para o preçonceito. O dicionário não ajudou e ele seguia triste até que o avô tem uma conversa decisiva com ele.;;Mazza ;1ª;2008;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/215377?guid=1718744566068&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1718744566068%26quantidadePaginas%3d1%26codigoRegistro%3d215377%23215377&i=1;pt-BR;;infantojuvenil;24;;SANTANA. Patrícia. Minha mãe é negra sim! Belo Horizonte: Mazza, 2008.;https://acervo.bn.gov.br/sophia_web/capa/capa/215377;Afro-brasileira;_minha_mãe_é_negra_sim__;https://acervo.bn.gov.br/sophia_web/capa/capa/215377
O que você quer ser quando crescer?;;Lawrence Schimel;Barbara Quintino;Identidade, profissões, expectativas, escola;É uma história de crianças que acontece em sala de aula quando a professora traz essa questão para ser debatida. Mas a resposta inesperada de um dos alunos cria uma reviravolta. A ideia do autor é proporcionar uma reflexão prazerosa e imaginativa sobre profissão e trabalho, mesmo que uma escolha esteja fora do padrão ou da expectativa dos adultos.;;Pallas Mini;1ª;2024;Físico;;https://pallaseditora.com.br/produto/O_que_voce_quer_ser_quando_crescer_/379/5/;pt-BR;;infantil;32;;SCHIMEL,Lawrence, O que você quer ser quando crescer. Rio de Janeiro: Pallas Mini, 2024.;https://pallaseditora.com.br/admin/_m2brupload/produtos/379/810_med.jpg;Afro-brasileira;_o_que_você_quer_ser_quando_cr;https://pallaseditora.com.br/admin/_m2brupload/produtos/379/810_med.jpg
Lulu vai para a escola;;Anna McQuinn;Rosalind Beardshaw;Relações étnico-raciais, amizade,escola, descobertas;Amanhã é o primeiro dia de aula de Lulu na escola! E ela precisa arrumar sua nova mochila para deixar tudo pronto. Todos precisam acordar bem cedinho para o grande dia. Na escola ela vai aprender muitas coisas, conhecer novos amigos e novas brincadeiras. Você também quer conhecer a escola de Lulu?;;Pallas Mini;      1ª ;2023;Físico;;https://pallaseditora.com.br/produto/Lulu_vai_para_a_escola/369/;pt-BR;;infantil;28;;MCQUINN, Anna. Lulu vai para escola. Rio de Janeiro: Pallas Mini, 2023.;https://pallaseditora.com.br/admin/_m2brupload/produtos/369/800_med.jpg;Afro-brasileira;_lulu_vai_para_a_escola_;https://pallaseditora.com.br/admin/_m2brupload/produtos/369/800_med.jpg
Lulu na festa do pijama;;Anna McQuinn;Rosalind Beardshaw;Relações étnico-raciais, descobertas,brincadeiras;Este livro vai ajudar as crianças a se sentirem confortáveis na hora de dormir fora de casa pela primeira vez. Através desta leitura, junto com os pais e familiares, elas poderão perceber que essa experiência pode ser muito divertida e prazerosa.;;Pallas Mini;1ª;2023;Físico;;https://pallaseditora.com.br/produto/Lulu_na_festa_do_pijama/370/5/;pt-BR;;infantil;28;;MCQUINN, Anna. Lulu na festa do pijama. Rio de Janeiro: Pallas Mini, 2023.;https://pallaseditora.com.br/admin/_m2brupload/produtos/370/801_med.jpg;Afro-brasileira;_lulu_na_festa_do_pijama_;https://pallaseditora.com.br/admin/_m2brupload/produtos/370/801_med.jpg
