título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;collection
"""Os caçadores de mel: contos tradicionais africanos""";;Francesca Martin ;Francesca Martins, tradução de Ana Maria Machado;Contos tradicionais africanos, fábulas, Amizade e conflitos;Conto tradicional africano, que fala de um tempo em que os animais selvagens eram muito amigos. E todos gostavam muito de mel. Um dia seguiram o passarinho guia-mel que conhecia os melhores lugares onde se encontrava aquela doçura e, por causa dela, começaram a se desentender.;;Salamandra;2ª;2007;Físico;9788516055721;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/224426?guid=1705103193378&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1705103193378%26quantidadePaginas%3d1%26codigoRegistro%3d224426%23224426&i=13;pt-BR;;Infantojuvenil;27;;MARTIN, Francesca. Os caçadores de mel: contos tradicionais africanos. São Paulo: Salamandra, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/224426;africana
"""Bino, o menino africano da cor do algodão""";;Marcial Ávila e Rosa Margarida de Carvalho Rocha;Marcial Ávila;Culturas africanas, Zimbabue, Contadores de histórias, Contos africanos, Continente africano;Gerações após gerações, contam histórias de reis, rainhas e reinos esquecidos no velho Continente Africano.. Esta história que você vai conhecer aconteceu no coração da África, numa planície muito escondida onde as gazelas saltavam alegres, as girafas desfilavam elegantes sua beleza entre as densas florestas do Zimbabue, num tempo que se perdeu na memória;;Mazza;1ª;2015;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1623169?guid=1708285828661&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1708285828661%26quantidadePaginas%3d1%26codigoRegistro%3d1623169%231623169&i=1;pt-BR;;Infantojuvenil;35;;ÁVILA,Marcial, ROCHA, Rosa Margarida de Carvalho. Bino, o menino africano da cor do algodão. Belo Horizonte: Mazza, 2015.;;africana
"""Os dez gigantes: Reconto Africano""";;Cristina Lavrador Alves;Maurizio Manzo;Culturas africanas, Reconto africano, Deuses, Mitos;O que não é nosso não nos pertence. É o que aprende o lavrador ao desafiar os anciãos da aldeia que alertavam: aquelas terras misteriosas eram habitadas por deuses. Lá reinava o silêncio. Lá ninguém ousava entrar... Mas o homem, ganancioso, quis as terras para si. Plantar, colher, morar. Ficar rico com a colheita. Planos que o homem fez até surgirem os gigantes. Dez incríveis gigantes que, de modo surpreendente e sem dizer uma palavra, impuseram seus limites.;Série: Lanterna mágica;De Leitura;1ª;2011;Físico;;Os dez Gigantes: Reconto Africano | Amazon.com.br;pt-BR;;Infantojuvenil;24;;ALVEZ,Cristina Lavador. Os dez gigantes: Reconto Africano.São Paulo: DeLeitura, 2011.;https://m.media-amazon.com/images/I/81Dlu5XuDbL._SY425_.jpg;africana
"""Canção dos povos africanos""";;Fernando da  Paixão;Sérgio Melo;Literatura em Cordel, Músicas, Culturas africanas;Um cordel que ressalta os princípios e valores da convivência em comunidade, sob a ótica da cultura dos povos africanos. Fala-nos da importância da música e das canções nos ritos de passagem de determinados povos da África.;;IMEPH;1ª;2010;Físico;;https://www.devoradordelivros.com.br/livros/ver/789;pt-BR;;Infantojuvenil;28;;PAIXÃO,Fernando. Canção dos povos africanos.Fortaleza: IMEPH, 2010.;https://www.devoradordelivros.com.br/img/cover/789.jpg;africana
""" Baby: A maravilha mirim""";;Régis Rocha, Daniela Aguiar;Régis Rocha;Cultura africana, Infância, medos;Baby é muito poderosa. Mas como ela pode superar seu maior medo? Baby, A Maravilha Mirim, é um livro infantil que pretende abordar o medo. Muitas vezes o medo é subestimado em nossa sociedade - onde todos são criados para serem decididos e autossuficientes - então, como a criança pode lidar com seu medo? Uma leitura que promete ser agradável para crianças e adultos. O livro contém a história principal e um texto sobre a cultura africana.;;Afrodinamic;1ª;2018;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;32;;ROCHA, Régis,AGUIAR, Daniela. Baby: a maravilha mirim. São Paulo: Afrodinamic, 2018.;https://m.media-amazon.com/images/I/51Ts3rHf+IL._SY425_.jpg;africana
"""Mussa: um conto popular africano""";;Maria Clara Cavalcanti ;Allan Rabelo;Fábulas africanas, Amizade, Mitos;A bicharada lá na África está morrendo de fome e sede. E logo quando encontra a ajuda preciosa do deus Nyame para mudar essa situação de penúria total, novo problema surge. E surge em forma de uma feiticeira terrível! Os animais já estavam perdendo as esperanças de conseguir se safar da feiticeira quando o bicho em que eles menos acreditavam ? debochavam até ? resolveu a questão. E, daquele momento em diante, eles enfiaram a viola no saco e passaram a tratar a pão de ló o bicho salvador.;;Zit;1ª;2016;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1636214?guid=1708288398254&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1708288398254%26quantidadePaginas%3d1%26codigoRegistro%3d1636214%231636214&i=1;pt-BR;;Infantojuvenil;36;;CALVACANTI,Maria Clara. Mussa: um conto popular africano. Rio de Janeiro : Zit, 2015.;https://images.tcdn.com.br/img/img_prod/625393/mussa_um_conto_popular_africano_4011_1_0d2f93e70dc16deaad2afcdc3f41ed4e.jpg;africana
"""Luke em uma aventura na África""";;Isa Colli;Paula Kranz;Aventuras, Culturas africanas;Luke parte para uma nova e incrível aventura. Dessa vez, ele visita o continente africano, onde vai percorrer diversos países para mostrar as riquezas da região, mas também alertar a todos sobre os graves problemas da população. Acompanhe Luke nessa aventura e conheça mais sobre os povos africanos!;;Collibooks;1ª;2023;Físico;;https://www.collibooksloja.com/ensino-fundamental-i/luke-em-uma-aventura-na-africa;pt-BR;;Infantojuvenil;40;;COLLI, Isa. Luke em uma aventura na África. Brasilia: Collibooks, 2023;https://images.tcdn.com.br/img/img_prod/1172390/luke_em_uma_aventura_na_africa_109_1_409c1c8af3a9f74966c587c5279f5fd1.png;africana
"""Yasuke – O Samurai Negro""";;Frédéric Marais;Frédéric Marais;Continente africano, aventura, descobertas;Ao pé do Kilimanjaro, a montanha mais alta da África, vivia um menino que não tinha nome… Este garoto sem nome deixará a África e navegará até o Japão, ao encontro do seu destino excepcional.;;Viajante do tempo;1ª;2023;Físico;9786588857236;https://viajantedotempo.com/dt_portfolios/yasuke-o-samurai-negro/;pt-BR;;Infantojuvenil;32;;MARAIS,Frédéric.Yasuke-o samurai negro.Rio de Janeiro:Viajante do tempo, 2023.;https://viajantedotempo.com/wp-content/uploads/2023/06/Yasuke-o-Samurai-Negro_Capa.jpg;africana
"""Sabá e a planta mágica""";;Yann Dégruel;Yann Dpegruel, tradução de  Regis L. A. Rosa;Culturas africanas, Lendas africanas, Etiópia;A lenda do café na Etiopia. Há muito tempo, na Abissínia, atual Etiópia, uma menina chamada Sabá, curiosa e inteligente, decidiu seguir uma cabra selvagem, muito esperta. Na verdade, o animalzinho gostava de brincar e de ir todos os dias ao topo da montanha para desfrutar de uma planta misteriosa, um tesouro com aroma intenso logo descoberto, saboreado e apreciado pelos humanos:  o café!;;Viajante do tempo;1ª;2017;Físico;9788563382672;https://viajantedotempo.com/dt_portfolios/saba-e-a-planta-magica/;pt-BR;;Infantojuvenil;36;;DÉGRUEL, Yann. Sabá e a planta mágica. Rio de Janeiro:Viajante do tempo, 2017.;http://viajantedotempo.com/wp-content/uploads/2018/03/Sab%C3%A1_capa-frontal.jpg?timestamp=1707580492493;africana
"""Diarabi e Mansa""";;Souleymane Mbodj;Judith Gueyfier,  Tradutor(a): Regis L. A. Rosa;Lendas africanas, príncipes e princesas, Amor;Há muito, muito tempo, Mansa, um jovem príncipe africano, estava à procura de uma esposa. Mas ele recusava todas as princesas que seu pai lhe apresentava e repetia, sem cessar, que queria compartilhar sua vida com uma pessoa muito especial. Assim começa a história de Mansa, o jovem príncipe de coração puro. Sua generosidade guiará seus passos até a linda Diarabi. O amor que os unirá será único, mágico. Ninguém poderá destruí-lo. Nem mesmo os feitiços e o ciúme de uma bruxa. Nem mesmo a morte…;;Viajante do tempo;1ª;2016;Físico;9788563382429;https://viajantedotempo.com/dt_portfolios/diarabi-e-mansa/;pt-BR;;Infantojuvenil;44;;MBODJ, Souleyman.Diarabi e Mansa.Rio de Janeiro: Viajante do tempo, 2016.;http://viajantedotempo.com/wp-content/uploads/2016/05/DIARABI-E-MANSA_CAPA-FRONTAL-e1463248922694.jpg?timestamp=1707581487670;africana
""" Dulla, a mulher canibal: um conto africano""";;Rogério Andrade Barbosa;Graça Lima;Tradição oral, conto africano, Continente africano;Uma terrível seca transformou a jovem Duula num ser animalesco, selvagem e canibal, que persegue suas vítimas sem trégua no árido território africano. Extraído da tradição oral africana, esse conto guarda curiosas semelhanças com João e Maria e Chapeuzinho Vermelho. As ilustrações de Graça Lima completam o cenário africano.;;DCL;2ª;2005;Físico;9788573383249;Duula, a mulher canibal | Amazon.com.br;pt-BR;;Infantojuvenil;40;;BARBOSA, Rogério Andrade. Dulla, a mulher canibal: um conto africano. São Paulo : Difusão Cultural do Livro, 2005.;https://m.media-amazon.com/images/I/81gi2E8F4ML._SY425_.jpg;africana
"""Sua majestade, o elefante: contos africanos""";;Luciana Savaget;Rosinha Campos;Culturas africanas, fábulas africanas, savana ;Se tivesse que haver um soberano na mata africana, com certeza não seria o leão. Duas histórias divertidas falam do elefante, esse enorme e sensível paquiderme que tem muito a nos ensinar.Indicado para os anos iniciais do Ensino Fundamental 3º ano e 4º ano;;Paulinas;1ª;2006;Físico;9788535617269;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;não consta;;SAVAGET, Luciana.Sua majestade, o elefante: contos africanos. São Paulo: Paulinas, 2006.;https://m.media-amazon.com/images/I/91BrAF8mo5L._SY425_.jpg;africana
"""A árvore dos gingongos""";;Maria Celestina Fernandes;Jô Oliveira;LIteratura angolana, Continente africano;Uma história contada por Maria Celestina Fernandes, escritora angolana que, ao falar de seu ofício, declara ser o amor a base de tudo: diz que as crianças devem ser plenamente amadas. Uma história que veio ganhar cores nas mãos do artista brasileiro Jô Oliveira. No seu traço marcante, e com as cores que sentiu em viagem à África, Jô descreve cenários tão vivos e personagens com tamanha expressão que passa a ser diretamente com eles que o leitor dialoga. Uma bela história, em palavras e imagens;;DCL;1ª;2009;Físico;9788536804453;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;40;;FERNANDES, Maria Celestino.A árvore dos gingongos.São Paulo:Difusão Cultural do Livro, 2009.;https://m.media-amazon.com/images/I/81CpiiY0rEL._SL1348_.jpg;africana
"""Kalimba""";;Maria Celestina Fernandes;Bruna Mancuso;Continente africano, Fábulas africanas, Aventura, Amizade, cultura angolana;Em Kalimba, da série “Vozes da África”, Maria Celestina Fernandes conta com graça a história do menino angolano Kababo e seu pássaro Kalimba. Acompanhe as aventuras dos dois amigos por aldeias angolanas no continente africano, onde eles conhecem pessoas e animais e aprendem diversas lições. As ilustrações da brasileira Brunna Mancuso levam o leitor a um mundo mágico em que a criança e o pássaro vencem desafios e ajudam uma comunidade em momentos de dificuldade;Série Vozes da África,Angola;Kapulana;1ª;2015;Físico;9788568846032;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;32;;FERNANDES, Maria Celestino.Kalimba. São Paulo: Kapulana, 2015.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_kalimba-416x416.png;africana
""" O homem frondoso e outras histórias da África""";;Claude Brum;Grégoire Vallancien,Traduzido por Hildegart Feist;Conto africanos, Tradição oral , Magia, Coragem;Após a morte do pai, o jovem Daúda constrói uma cabana no campo, bem distante da aldeia, para a bela Aissata, sua irmã mais nova, pois teme que ela seja raptada pelo rei do lugar. Só que os encantos da moça acabam chegando aos ouvidos do soberano, que envia um verdadeiro exército para raptá-la. Daúda acaba com todos, um por um. Mas uma velha feiticeira conhece um encantamento capaz de enganar o corajoso irmão. A história dos dois irmãos, narrada no conto “O homem frondoso”, que dá título a este volume, e todas as demais contidas no livro foram recolhidas da tradição oral de diversos países da África. Diante de uma plateia de crianças e adultos, os contadores africanos criam vozes para cada um dos personagens - uma voz forte e alta para o leão, uma vozinha para um ratinho -, entremeando silêncios cheios de suspense e bruscas mudanças de voz, cativando seus ouvintes. Nos contos deste livro, que procuram manter o ritmo próprio das narrativas orais, entram em cena seres fantásticos, animais, camponeses, príncipes e princesas, e pessoas comuns vivendo o dia a dia das aldeias africanas. E o leitor, como se ouvisse os contadores daquele continente, pode imaginar as vozes de cada um desses personagens, pois todos - além dos homens, é claro - falam: os bichos, as árvores, os rios, as pedras;;Companhia das letrinhas;1ª;2009;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;48;;BLUM, Clade. O homem frondoso e outras histórias da África. São Paulo: Companhia das Letrinhas, 2011.;https://m.media-amazon.com/images/I/91K-FtDqRiL._SL1500_.jpg;africana
"""As armadilhas da floresta""";;Hélder Faife;Mauro Manhiça;Contos de Moçambique, Culturas africanas, Fábulas;As armadilhas da floresta, com texto de Hélder Faife e ilustrações de Mauro Manhiça, é o segundo volume da série “Contos de Moçambique”. Nesta história, homem e leão disputam a liderança na floresta. Cada um faz uso de artimanhas para vencer o outro, até que a disputa é solucionada, de maneira inesperada, com a participação de outro animal: o rato. Mauro Manhiça, artista moçambicano, ilustra majestosamente essa história com desenhos digitais que dão vida às personagens.;Série: Contos de Moçambique;Kapulana;1ª;2016;Físico;9788568846131;As armadilhas da floresta – v. 2 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;32;;FAIFE,Hélder. As armadilhas da floresta.São Pulo: Kapulana, 2016.;https://m.media-amazon.com/images/I/81BqM250f1L._SL1111_.jpg;africana
"""O rei mocho""";;Ungulani Ba Ka Khosa;Americo A. Mavale;Batique craquelê, Contos de Moçambique, fábulas;O rei mocho, com texto de Ungulani Ba Ka Khosa, é o primeiro volume da série “Contos de Moçambique”. Nesta história, um pai mostra ao filho como as mentiras surgiram no mundo. Os pássaros escolheram o mocho, por causa dos chifres que tinha na cabeça, para guiá-los em suas tarefas. Até que o homem resolveu intervir, e descobriu a verdade que o mocho escondia. Américo Mavale ilustrou o livro a partir de peças em batique craquelê, arte tradicional de Moçambique.;Série: Contos de Moçambique;Kapulana;1ª;2016;Físico;9788568846100;O rei mocho – v. 1 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;28;;KHOSA, Ungulani Ba Ka. O rei Mocho. São Paulo:Kapulana, 2016.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_rei-mocho.png;africana
"""A viagem""";;Tatiana Pinto;Luís Cardoso;Artesanato moçambicano, Contos de Moçambique;A viagem, com texto de Tatiana Pinto, ilustrações de Luís Cardoso e artesanato de Tomás Muchanga, é o terceiro volume da série “Contos de Moçambique”. Masud e Wimbo tinham dois filhos, Agot e Mbuio, e uma filha, Inaya, que deseja ter o mesmo tratamento que seus irmãos. Ela sai de sua aldeia para salvá-los em outra cidade. Durante seu caminho, descobre sua força e coragem. Luís Cardoso usa diversas técnicas para dar vida aos bonecos tradicionais de Tomás Muchanga, ilustrando belamente esta história moçambicana.;Série: Contos de Moçambique;Kapulana;1ª;2016;Físico;9788568846193;A viagem – v. 3 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;40;;PINTO, Tatiane. A Viagem. São Paulo: Kapulana, 2016.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_a-viagem.png;africana
"""O casamento misterioso de Mwidja"" ";;Alexandre Dunduro;Luís Cardoso, Orlando Mondalane;Culturas africanas, Bonecos de miçangas, Aventuras, Contos de Moçambique  ;O casamento misterioso de Mwidja, com texto de Alexandre Dunduro, ilustrações de Luís Cardoso e artesanato de Orlando Mondlane, é o quarto volume da série “Contos de Moçambique”, composta por contos da tradição oral moçambicana. O livro narra a intrigante história de Mwidja e seu irmão Zwiro, também melhores amigos, que passam por uma perigosa aventura e contam com a ajuda de seu amigo flamingo para encontrarem o caminho de volta para casa. Luís Cardoso usa diversas técnicas para dar vida aos bonecos de miçanga de Orlando Mondlane, ilustrando belamente esta história moçambicana.;Série: Contos de Moçambique;Kapulana;1ª;2017;Físico;9788568846216;O casamento misterioso de Mwidja – v. 4 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;36;;DUNDURO, Alexandre. O casamento misterioso de Mwidja. São Paulo: Kapulana, 2017.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_casamento.png;africana
""" Kanova e o segredo da caveira""";;Pedro Pereira Lopes;Walter Zand;Tradição oral moçambicana, Contos de Moçambique;Kanova e o segredo da caveira, com texto de Pedro Pereira Lopes e ilustrações de Walter Zand, é o quinto volume da série “Contos de Moçambique”. Nele, o mambo de Mopeia não está contente com as coroas em seu guarda-roupa! Ele envia meninos do reino para encontrar materiais para uma nova coroa. Um deles é Kanova, que, com a ajuda de uma caveira falante, passa por aventuras na busca de materiais dignos de uma coroa real. Walter Zand, artista moçambicano, ilustra essa narrativa misteriosa com pintura digital.;Série: Contos de Moçambique;Kapulana;1ª;2017;Físico;9788568846261;Kanova e o segredo da caveira – v. 5 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;32;;LOPES, Pedro Pereira. Kanova e o segredo da caveira. São Paulo:Kapulana, 2017.;https://m.media-amazon.com/images/I/81RIsDxos4L._SL1108_.jpg;africana
"""Wazi""";;Rogério Manjate;Celestino Mudaulane;Contos de Moçambique, Tradições do clã, fábulas;Wazi, com texto de Rogério Manjate e ilustrações de Celestino Mudaulane, é o sexto volume dos “Contos de Moçambique”. O velho caçador Jhapondo ensina seu neto Wazi a caçar para manter as tradições do clã, mas apresenta uma regra misteriosa. Após a morte do avô, há uma reviravolta da vida de Wazi, que passa a entender a língua dos animais e a viver incríveis aventuras com seu cão Paciência. Celestino Mudaulane, artista moçambicano, ilustra essa narrativa com a nanquim sobre papel.;Série: Contos de Moçambique;Kapulana;1ª;2017;Físico;9788568846315;Wazi – v. 6 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;48;;MANJATE, Rogério. Wazi. São Paulo: Kapulana, 2017.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-11-22_wazi.png;africana
""" Na aldeia dos crocodilos""";;Adelino Timóteo;Silva Dunduro;Contos de Moçambique, Ubuntus, tradição oral;Na aldeia dos crocodilos, com texto de Adelino Timóteo e ilustrações de Silva Dunduro, é o oitavo volume da série “Contos de Moçambique”.  A aldeia dos Crocodilos fica na beira do rio, numa terra fértil onde tudo que é semeado, cresce. Lá vivem Mandoguinhas e seu avô Boaventura, que conta ao neto que os crocodilos que ficam na beira das águas não são animais, mas, sim, ubuntus – gente. O menino acha que o avô Boa estava alucinando devido à velhice, porém, quando ele desaparece no rio, Mandoguinhas tem que desvendar o mistério dos crocodilos.;"Altamente Recomendável FNLIJ 2019 – Produção 2018
(Categoria: Literatura em Língua Portuguesa). Série: Contos de Moçambique";Kapulana;1ª;2018;Físico;9788568846339;Na aldeia dos crocodilos – v. 7 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;48;;TIMÓTEO, Aldelino. Na aldeia do Crocodilo. São Paulo: Kapulana, 2018.;https://www.kapulana.com.br/wp-content/uploads/2019/04/9788568846339_capa_selo-FNLIJ-416x415.jpg;africana
"""O caçador de ossos""";;Carlos dos Santos;Emanuel Lipanga;Contos de Moçambique, Mistérios, Esculturas, Caçadas;O caçador de ossos , com texto de Carlos dos Santos e reprodução das esculturas de Emanuel Lipanga, é o oitavo volume da série “Contos de Moçambique”. Sinaportar era um grande caçador, reconhecido em sua Aldeia e arredores. Porém, tinha também fama de egoísta, solitário, pois se negava a caçar em grupo, ia sempre à caça sozinho, acompanhado apenas dos cachorros que havia herdado do pai, um lendário caçador. O que ninguém sabe é que Sinaportar não é um grande caçador, dependendo totalmente dos cães para abater qualquer animal. Um dia, inesperadamente, os cães passam a se negar a caçar. Agora, Sinaportar deverá resolver esse problema antes que o seu segredo seja revelado.;Altamente Recomendável FNLIJ 2019 – Produção 2018 (Categoria: Literatura em Língua Portuguesa). Série Contos de Moçambique;Kapulana;1ª;2018;Físico;9788568846346;O caçador de ossos – v. 8 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;32;;SANTOS, Carlos. O caçador de ossos. São Paulo:Kapulanas, 2018.;https://www.kapulana.com.br/wp-content/uploads/2019/04/9788568846346_capa_selo-FNLIJ.jpg;africana
""" Leona, a filha do silêncio""";;Marcelo Panguana;Luís Cardoso;Contos de Moçambique, Continente africano,  Tristeza, Esperança;Leona, a filha do silêncio, com texto de Marcelo Panguana e ilustrações de Luís Cardoso, é o nono volume da série “Contos de Moçambique”. Em um lugar de mil encantos, vivem o Leão e a Leoa e sua filha, Leona. Leona é muito bela e encanta a todos que enxergam sua beleza, mas é muito triste e há muito tempo que não fala nada, nem ri. Um dia, seus pais viajam para um reino distante e, ao retornarem, trazem um vestido de noiva e decretam que aquele que conseguisse fazer Leona falar, a levaria ao altar. O que ninguém sabe é que Leona já está apaixonada e espera a volta do seu amado. Será que algum dia seu amor vai retornar e ela vai voltar a falar e a rir?;Altamente Recomendável FNLIJ 2019 – Produção 2018(Categoria: Literatura em Língua Portuguesa). Série: Contos de Moçambique;Kapulana;1ª;2018;Físico;9788568846384;Leona, a filha do silêncio – v. 9 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;28;;PANGUANA, Marcelo. Leona,a filha so silêncio. São Paulo:Kapulana, 2018.;https://www.kapulana.com.br/wp-content/uploads/2019/04/9788568846384_LEONA_capa_selo-FNLIJ-416x415.jpg;africana
""" O pátio das sombras""";;Mia Couto;Malangatana;Contos de Moçambique, tradição oral, sabedoria ancestral;O pátio das sombras, de Mia Couto, com ilustrações de Malangatana, é o décimo volume da série “Contos de Moçambique”. Um menino vive com a família em uma aldeia. Um dia, a avó se nega a ir até a plantação, pois diz estar cansada. Durante o trabalho, a família escuta ruídos de festa vindos da aldeia, e todos se perguntam se a avó tinha visitantes. O menino vai checar, mas encontra a avó sozinha. O acontecimento se repete, deixando o menino cada vez mais confuso, até que a avó lhe dá explicações ensinando-lhe uma linda lição sobre a vida e a morte.;Vencedor do Prêmio FNLIJ 2019 – Produção 2018(Categoria: Literatura em Língua Portuguesa). Série: Contos de Moçambique;Kapulana;1ª;2018;Físico;9788568846438;O pátio das sombras – v. 10 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;28;;COUTO, MIA. O pátio das sombras. São Paulo:Kapulana, 2016.;https://www.kapulana.com.br/wp-content/uploads/2019/06/KAPULANA_PATIO-DAS-SOMBRAS_capa_selo-FNLIJ.png;africana
""" O jovem caçador e a velha dentuça""";;Lucílio Manjate;Brunna Mancuso;Contos de Moçambique, Magia, Guardiã da floresta;Lucílio Manjate, escritor moçambicano, nos presenteia com uma surpreendente história que lhe foi contada por sua mãe quando ele era criança: O jovem caçador e a velha dentuça, da série “Vozes da África”. Nesse conto africano, o jovem caçador enfrenta uma forte adversária, detentora de poderes mágicos: a velha dentuça, guardiã da floresta! Para enfrentá-la, o jovem conta com a ajuda de três cães fiéis: Dumba, Luma e Kula. O livro foi ilustrado pela brasileira Brunna Mancuso, com desenhos coloridos e chamativos.;;Kapulana;1ª;2016;Físico;9788568846162;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1640487?guid=1717374043131&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717374043131%26quantidadePaginas%3d1%26codigoRegistro%3d1640487%231640487&i=1;pt-BR;;Infantojuvenil;32;;MANJATE, Lucílio. O jovem caçador e a velha dentuça. São Paulo: Kapulana, 2016.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_jovem-cacador.png;africana
"""Iteru: era uma vez as crinanças  do Nilo""";;Biyong Djehuty;;Rio Nilo, tradição oral, sabedoria ancestral, história da humanidade, Quadrinhos;Na história em quadrinhos do escritor camaronês, Biyong Djehuty, um avô africano conta para os seus netos a História da África.;;Malê;1ª;2023;Físico;9786587746760;Iteru: era uma vez as crianças do Nilo - Biyong Djehuty | male (editoramale.com.br);pt-BR;;Infantojuvenil;48;;DJEHUTY, Biyong. Iteru: era uma vez as crianças  do Nilo. Rio de Janeiro: Malê, 2023.;https://static.wixstatic.com/media/0a154a_acccefde5c9343b0ade7740c7f30c05e~mv2.jpg/v1/fill/w_500,h_667,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_acccefde5c9343b0ade7740c7f30c05e~mv2.jpg;africana
"""Como o criador fez surgir o homem na terra: e outras histórias da tradição Zulu""";;Débora D'Zambê,Júlio D'Zambê;Maurício Veneza;Tradição Zulu, Lendas africanas, Mistérios e fantasias;Mistério e fantasia compõem as lendas da tradição Zulu narradas neste livro. As histórias,despertam a imaginação e a sensibilidade da criança para a relação do homem com a natureza. O traço e as cores das ilustrações conferem grande expressividade às narrativas sul-africanas.;Série: Lendas do mundo;Mundo Mirim;1ª;2009;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;28;;D'ZAMBÊ,Júlio, D'ZAMBÊ, Débora. Como o criador fez surgir o homem na terra: e outras histórias da tradição Zulu. São Paulo: Mundo Mirim, 2009.;https://m.media-amazon.com/images/I/51OKIfvHjbL.jpg;africana
"""O leão Kandinga""";;Boniface Ofogo, Elisa Arguilé;;Continente africano, Tradição oral;A história de Kandinga guarda a sabedoria dos povos africanos, sua milenar tradição oral e a riqueza de sua cultura. Um relato que convida o leitor a uma viagem imaginária até as encantadoras savanas para conhecer seus habitantes: crocodilos, elefantes… e, exercendo sua hegemonia sobre todos eles, o leão.;;Kalandraka;1ª;2010;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;30;;OFOGO, Boniface, ARGUILÈ, Elisa.O leão Kandinga.São Paulo:Kalandraka, 2010.;https://m.media-amazon.com/images/I/81VC+AABNDL._SL1500_.jpg;africana
"""O tambor africano e outros contos africanos de lingua portuguesa""";;Susana Ventura;;Instrumento musical, tambor, Fábulas  africanas, países lusófonos;O leitor reconhecerá em “O Tambor Africano e Outros Contos dos Países Africanos de Língua Portuguesa” as tradicionais histórias de animais características do continente africano. Além disso, terá a oportunidade de conhecer príncipes, princesas, curandeiros e juízes que, no contexto dos países africanos de língua portuguesa, protagonizam algumas das emocionantes histórias deste livro. Contos filosóficos, histórias sobre a formação da terra e sobre os anos de dificuldades em que a seca e a fome afetaram a vida das populações africanas e contos de esperteza completam esse panorama literário dos povos de Angola, Cabo Verde, Guiné-Bissau, Moçambique e São Tomé e Príncipe.;;Volta e meia;2ª;2013;Físico;;Tambor africano e outros contos africanos (O) - Editora Nova Alexandria;pt-BR;;Juvenil;92;;VENTURA, Suzana. O tambor africano e outros contos africanos de lingua portuguesa. São Paulo: Volta e Meia, 2013.;https://m.media-amazon.com/images/I/91-OJL4C+BL._SL1500_.jpg;africana
"""A princesa e a ervilha""";;Rachel Isadora;Rachel Isadora,  Tradução de Thaisa Burani;Contos africanos, Fauna e Flora, culturas africanas;Durante dez anos, a escritora e ilustradora Rachel Isadora percorreu vários países da África, inspirando-se para adaptar contos de fadas, como esta clássica história de Hans Christian Andersen. Suas primorosas ilustrações levam os leitores até as belas paisagens africanas, onde uma pequenina ervilha será capaz de mudar destinos.;;Farol Literário;1ª;2010;Físico;9788562525599.;A princesa e a ervilha | Amazon.com.br;pt-BR;;Infantojuvenil;32;;ISADORA, Rachel. A princesa e a ervilha. São Paulo: Farol, 2010.;https://m.media-amazon.com/images/I/81icTxql68L._SL1500_.jpg;africana
